route_id,agency_id,route_short_name,Type,avg_co2_per_vehicle_per_km,avg_passenger_count,route_long_name,route_desc,route_type,route_url
9967,HSL,967,M-bus,230,1.5,Jokela-Nuppulinna-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967.html
9967K,HSL,967K,M-bus,230,1.5,Jokela-Nuppulinna-Purola-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967K.html
9971,HSL,971,M-bus,230,1.5,Kivistö-Ruotsinkylä-Hyrylä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b971.html
9972,HSL,972,A-bus,550,11,Korso-Alikerava-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b972.html
9973,HSL,973,A-bus,550,11,Peijas-Korso-Kannisto-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b973.html
9975,HSL,975,A-bus,550,11,Kerava as.- Kaleva - Mattilanpuisto,,701,http://aikataulut.hsl.fi/linjat/fi/b975.html
9975N,HSL,975N,A-bus,550,11,Keravan asema - Kaleva - Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b975N.html
9976,HSL,976,A-bus,550,11,Keravan asema-Virrenkulma,,701,http://aikataulut.hsl.fi/linjat/fi/b976.html
9977,HSL,977,A-bus,550,11,Kytömaa-Päivölä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b977.html
9977V,HSL,977V,A-bus,550,11,Kytömaa-Ylikerava-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b977V.html
9978,HSL,978,A-bus,550,11,Keinukallio-Sorsakorpi-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b978.html
9978K,HSL,978K,A-bus,550,11,Bastukärr-Sorsakorpi-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b978K.html
9982,HSL,982,A-bus,0,11,Nikkilä-Neulasniitty-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b982.html
9984,HSL,984,A-bus,0,11,Hindsby (Knuters)-Nikkilä-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984.html
9984K,HSL,984K,A-bus,0,11,Hindsby (Knuters)-Nikkilä- Mårsbackantie-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984K.html
9985,HSL,985,A-bus,550,11,Nikkilä-Talma-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b985.html
9986,HSL,986,C-bus,0,14,Nikkilä-Etelä-Paippinen-Järvenpään asema,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9986B,HSL,986B,C-bus,0,14,Nikkilä-Etelä-Paippinen-Rajakulma,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9987,HSL,987,A-bus,0,11,Nikkilä-Pornainen-Pohjois-Paippinen-Järvenpään asema,,701,http://aikataulut.hsl.fi/linjat/fi/b987.html
9987A,HSL,987A,A-bus,0,11,Monninkylä-Pornainen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b987A.html
9987B,HSL,987B,A-bus,0,11,Nikkilä-Laukkoski-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b987B.html
9987T,HSL,987T,A-bus,0,11,Nikkilä-Laukkoski-Pornainen-Pohjois-Paippinen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b987T.html
9989,HSL,989,A-bus,0,11,Pornainen-Halkia-Metsäkylä-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989A,HSL,989A,A-bus,0,11,Monninkylä-Pornainen-Halkia-Metsäkylä-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989B,HSL,989B,A-bus,0,11,Pornainen-Halkia-Pihlajamäki,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989V,HSL,989V,A-bus,0,11,Monninkylä-Pornainen-Metsäkylä,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9992,HSL,992,C-bus,0,14,Eriksnäs-Söderkulla-Massby-Hindsby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b992.html
9993,HSL,993,C-bus,0,14,Taasjärvi-Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993.html
9993K,HSL,993K,A-bus,0,11,Taasjärvi-Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993K.html
9994,HSL,994,A-bus,0,11,Söderkulla-Immersby-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994.html
9994K,HSL,994K,A-bus,0,11,Söderkulla-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994K.html
9995,HSL,995,A-bus,0,11,Taasjärvi-Söderkulla-Kalkkiranta,,701,http://aikataulut.hsl.fi/linjat/fi/b995.html
9996,HSL,996,A-bus,0,11,Söderkulla-Box-Spjutsund-Kitö,,701,http://aikataulut.hsl.fi/linjat/fi/b996.html
